报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
流动资产合计(万元),47602,31090,37246,41081,47935,46440,50736,54962,63053,71015,70111,75619,69543,70973,75031,74594,79363,79001,78449,78576,82771,85279,96220,99869,105331,101477,95053,113091,88554,83859,80795,83382,82322,73217,68556,76520,81769,89977,84680,77649,79292,83070,76991,77560,78062,77294,98771,89162,87687,90501,93424,95707,
固定资产净额(万元),--,17150,--,17556,17727,18046,16161,16437,16335,16555,16863,17175,18238,18576,18916,19245,19595,19974,20478,20907,21400,22188,22224,23333,23542,23993,24496,24927,24917,25354,25865,26411,27170,27716,28219,28528,28539,29020,29552,30126,32012,34480,35063,35700,19771,36699,37335,38042,35481,35934,36504,40268,
资产总计(万元),116112,101294,106869,100156,104416,102575,105186,109452,111918,110293,109592,111935,107314,109093,113656,113979,119466,120134,120256,120465,124880,128209,140303,144302,151902,147808,141883,155345,132942,128642,125542,128593,128586,119873,113011,121321,128368,136935,136577,130306,125291,131602,126045,127341,127725,127535,149592,140456,144259,147607,151159,150638,
流动负债合计(万元),23149,10006,15677,22163,25353,18985,20018,14717,17573,16716,14906,16370,23369,24465,27593,38089,46614,46657,34820,35215,40215,44250,54182,67816,62294,55063,46306,58324,57245,42047,39578,40687,35112,34038,30723,40129,50944,59160,57919,62550,51238,55097,50327,49800,49937,49737,72532,64026,66395,68767,73562,77083,
非流动负债合计(万元),4646,4693,4561,482,3959,9380,9454,18360,19689,19950,19947,19901,11273,11724,11810,1016,799,764,11250,11255,11878,11883,13655,2860,21937,25181,26631,26631,11935,22065,20065,20055,25107,17107,17107,14607,13938,13838,13821,1821,1737,1882,1890,1871,2523,2609,2490,2028,2717,2756,2787,1765,
负债合计(万元),27795,14698,20238,22644,29312,28365,29472,33077,37262,36666,34853,36271,34642,36189,39403,39104,47413,47421,46069,46470,52093,56133,67838,70676,84231,80245,72936,84955,69179,64112,59643,60742,60219,51145,47831,54736,64882,72997,71740,64371,52975,56979,52217,51671,52460,52346,75021,66054,69111,71523,76349,78848,
所有者权益(或股东权益)合计(万元),88318,86595,86631,77512,75104,74210,75714,76375,74656,73628,74739,75664,72673,72904,74253,74875,72053,72713,74187,73994,72786,72076,72465,73626,67671,67564,68946,70390,63762,64530,65899,67851,68367,68727,65181,66584,63486,63938,64837,65935,72315,74624,73828,75669,75265,75189,74571,74401,75148,76084,74810,71790,
期初现金及现金等价物余额(万元),16614,16614,16614,23870,23870,23870,23870,28409,28409,28409,28409,18898,18898,18898,18898,5750,5750,5750,5750,13710,13710,13710,13710,27373,27373,27373,27373,8102,8102,8102,8102,13871,13871,13871,13871,11170,11170,11170,11170,9450,9450,9450,9450,12728,12728,12728,12728,9692,9658,9658,9658,12315,12018,12018,12022,
经营活动产生的现金流量净额(万元),3859,-402,-731,3083,2755,-66,423,5956,3968,-134,-962,12491,725,-1844,271,21588,9233,2821,-1710,3070,1925,1148,-4901,13740,5248,3218,4479,5109,2418,-1328,-3814,-20456,-18138,-12631,-9301,-13323,-13841,-9669,-6738,9424,12539,12011,4049,-1538,-3456,-2111,-2571,9719,6920,4924,-37,5116,180,-1369,-6541,
投资活动产生的现金流量净额(万元),-2916,823,2938,-5018,-5375,-5200,-3012,-8197,-12137,-3277,-3268,-5936,-6010,-6012,-24,343,-1960,-900,-200,252,233,-525,-1177,-4313,-4196,-5152,-5077,5033,77,-389,-165,5014,1983,1643,-228,8345,4290,4155,142,-7753,674,161,-76,-264,88,201,-67,-4,60,230,-79,-1386,-1206,-1196,-258,
筹资活动产生的现金流量净额(万元),-816,-12744,-12215,-5367,-5817,-2522,-881,-2297,-1965,-1019,-888,2956,-4259,-2430,1316,-8783,-3896,87,1455,-11281,-9779,-5514,-1444,-23090,-20398,-17426,-14519,9129,-803,-240,635,9673,10744,3532,2058,7677,10011,12302,9547,50,-9531,-6194,-2301,-1475,-1416,-4903,2520,-6679,-7913,-661,-1172,-6352,-4135,-4091,798,
现金及现金等价物净增加额(万元),127,-12323,-10009,-7301,-8436,-7788,-3470,-4538,-10134,-4431,-5119,9511,-9544,-10286,1563,13148,3377,2008,-455,-7960,-7621,-4891,-7522,-13663,-19346,-19360,-15117,19271,1691,-1957,-3344,-5769,-5411,-7456,-7471,2700,461,6789,2952,1720,3682,5978,1672,-3277,-4784,-6813,-118,3036,-934,4492,-1288,-2623,-5161,-6656,-6001,
期末现金及现金等价物余额(万元),16741,4291,6605,16569,15434,16082,20400,23870,18275,23978,23290,28409,9354,8612,20461,18898,9127,7758,5295,5750,6089,8819,6189,13710,8027,8013,12256,27373,9793,6144,4758,8102,8460,6415,6400,13871,11631,17959,14122,11170,13133,15428,11122,9450,7944,5915,12610,12728,8724,14150,8370,9692,6857,5362,6021,		
		
  
