报告期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
流动资产合计(万元),593331,586924,609619,559333,639764,639062,630925,557072,538619,517653,522995,503997,505174,496321,437630,389814,379314,414121,440840,413665,511073,388642,379328,370560,414263,297716,290233,265386,288106,280444,274240,264926,308543,344113,334775,292780,299701,328537,338568,354498,357236,308446,276759,255392,275659,244142,221923,199192,198859,177031,175497,154246,
固定资产净额(万元),--,285026,--,291423,296446,303572,306210,313628,306537,313135,320136,325323,315923,322349,329130,335932,227447,171653,171108,173732,145393,146656,149161,154718,131987,133464,135244,137734,133482,141377,144583,147936,146893,143899,146735,149091,135770,136215,138055,142064,62142,63318,68085,71909,65961,68168,70286,71219,77784,51538,52229,54555,
资产总计(万元),1248060,1225731,1235338,1171874,1194547,1152598,1132744,1059304,1029195,995921,996217,978998,978272,970373,913397,869263,851006,873394,892603,857287,936096,793800,768828,755460,771250,641633,627365,599328,621285,605820,597489,587237,610062,628957,603137,560536,563869,591197,600435,607893,519207,463703,432949,410399,386563,350434,329111,305128,310882,244260,244206,225018,
流动负债合计(万元),790452,772544,696748,665138,680753,642667,710423,603983,536280,506199,509242,493350,509802,504976,492223,463105,463537,459018,464392,441194,522994,483961,458370,449165,488505,383433,370693,341040,353931,333764,320384,302494,267437,280193,229493,192793,204318,232888,258775,264711,281299,237908,250879,244341,266157,242626,232058,207695,218352,135626,139708,119001,
非流动负债合计(万元),72405,57065,147211,147453,159884,160243,162316,200519,240189,241679,241891,242248,226695,224037,181382,166057,133210,146603,155139,139975,139800,141658,143908,146389,114755,85315,83110,82646,83766,109469,109964,109807,142318,135022,165410,160369,139556,139004,128403,137823,40032,39990,8893,8604,7206,7051,7327,8511,10025,12201,7750,9877,
负债合计(万元),862857,829608,843959,812591,840637,802910,872739,804503,776469,747877,751133,735597,736497,729013,673605,629162,596747,605621,619530,581169,662794,625619,602278,595554,603260,468749,453803,423685,437697,443233,430348,412301,409755,415216,394903,353163,343874,371892,387179,402535,321332,277898,259772,252945,273363,249677,239385,216206,228377,147826,147458,128878,
所有者权益(或股东权益)合计(万元),385203,396123,391379,359284,353909,349688,260004,254802,252726,248043,245085,243401,241775,241361,239792,240101,254259,267773,273072,276118,273302,168181,166549,159905,167990,172885,173562,175642,183588,162587,167141,174936,200307,213742,208234,207374,219995,219305,213256,205358,197875,185805,173177,157454,113199,100758,89726,88922,82505,96434,96748,96140,
期初现金及现金等价物余额(万元),80474,80474,80474,122731,122731,122731,122731,146842,146842,146842,146842,152534,152534,152534,152534,163764,163764,163764,163764,140681,140831,140831,140831,69854,69548,69398,69854,70103,70102,70102,70102,93394,93394,93394,93394,155853,155846,155846,155846,57039,57039,56994,57039,31938,31938,31938,31938,21931,21931,21522,21399,37372,37372,37117,37113,
经营活动产生的现金流量净额(万元),-17469,-20808,-14613,28509,-1297,-21691,-6987,-30120,-10684,-20225,10714,38451,-98,7801,-4881,9970,-15638,-12282,-5741,4699,-2822,-5854,-2931,-26638,-23583,-14717,-8052,8609,6566,1490,-2823,-23332,-21148,-14543,-12535,25596,10727,4322,4334,61591,63881,42401,17616,70903,50884,38209,9186,19856,3592,9280,2620,-10305,1791,-469,-840,
投资活动产生的现金流量净额(万元),-17454,-11115,-4632,-56302,-22199,-13749,-7158,-5170,-7541,9930,-3791,-53503,-32098,-28373,-4702,-38373,-30742,-21545,-21669,-47290,-35368,-13715,-8277,-45064,63588,-11493,-3654,-17431,-11369,-6852,-3113,-29254,-26350,-16038,-2933,-33241,-18437,-14676,-5921,-51984,-64153,-17947,-4677,-31531,-27924,-18556,-6767,-6547,-2609,-5640,-1770,-3969,-4559,-2074,-2283,
筹资活动产生的现金流量净额(万元),55639,28066,18893,-14523,26010,55212,6233,11777,37552,19899,1700,9110,49465,33197,21206,17113,2405,5581,22169,65673,127571,-4864,-8378,142550,67738,27476,23086,8573,19634,15515,8079,29296,32885,36103,21433,-54801,-49875,-27143,-24963,89200,55646,24837,-2974,-14271,11624,-1257,4442,-3302,4705,2427,2013,-1167,-4704,-6711,-9448,
现金及现金等价物净增加额(万元),21059,-3706,-493,-42257,2828,19770,-7916,-24112,19320,9601,8622,-5691,17289,12636,11628,-11231,-43935,-28249,-5251,23083,89380,-24429,-19587,70828,107744,1266,11379,-249,14831,10152,2144,-23292,-14622,5520,5963,-62459,-57609,-37499,-26550,98807,55374,49291,9965,25100,34584,18396,6861,10008,5687,6651,2863,-15441,-7472,-9254,-12571,
期末现金及现金等价物余额(万元),101533,76768,79981,80474,125558,142501,114814,122731,166163,156443,155465,146842,169822,165169,164162,152534,119829,135516,158513,163764,230212,116402,121244,140681,177292,70664,81233,69854,84933,80254,72246,70102,78773,98914,99357,93394,98237,118347,129296,155846,112413,106285,67004,57039,66523,50334,38800,31938,27618,28173,24263,21931,29900,27863,24542,		
		
  
